------WebKitFormBoundaryYIJBpG31nsgecRaJ
Content-Disposition: form-data; name="file"; filename="ant.csv"
Content-Type: text/csv

System ,WMC,DIT,NOC,CBO,LCOM,fan-in,fan-out,LOC,MAXCC,AVGCC,BUGS
ant,5,3,0,4,0,0,4,107,1,0.8,0
ant,11,3,0,11,0,0,11,138,2,1.4444444,0
ant,3,1,1,5,0,3,2,47,1,0.5555557,0
ant,8,1,0,7,2,5,2,55,1,0.875,0
ant,3,1,0,2,0,2,0,100,2,1,0
ant,2,1,0,5,0,1,4,44,1,0.5,0
ant,4,4,0,5,5,0,5,325,10,5.25,0
ant,111,1,0,21,117,13,5,273,3,1.4210525,1
ant,2,1,0,4,0,1,3,28,1,0.5,0
ant,22,4,1,13,185,2,13,1080,3,1.0454545,3
ant,4,3,0,5,0,4,2,82,1,0.75,0
ant,7,3,0,8,0,1,7,278,1,0.85712287,0
ant,5,5,1,5,7,1,5,134,2,1,0
ant,5,1,0,3,0,1,2,50,1,0.8,0
ant,111,3,1,18,117,5,13,405,3,1.0525313,0
ant,8,3,0,5,10,0,5,3112,2,1,0
ant,2,2,0,11,1,1,8,204,1,0.5,0
ant,2,2,0,8,1,1,7,117,1,0.5,0
ant,17,2,0,11,75,7,2,713,11,1.4107547,2
ant,3,1,0,11,1,7,2,277,12,5.3333335,0
ant,42,4,1,20,741,7,13,550,2,1.2122857,0
ant,11,1,0,4,4,1,3,133,4,1.2222222,0
ant,8,3,0,4,10,0,4,265,12,2.525,0
ant,4,1,0,4,0,3,1,24,1,0.75,0
ant,5,1,5,12,8,10,1,511,5,1.5,0
ant,2,1,0,4,0,1,3,28,1,0.5,0
ant,111,1,0,25,55,22,3,448,13,2.4210527,0
ant,3,2,0,2,1,1,1,71,1,0.5555557,0
ant,71,1,0,105,2247,1111,7,21113,18,1.5774548,1
ant,2,1,0,4,0,1,3,28,1,0.5,0
ant,10,2,0,8,13,5,3,117,1,0.72727275,0
ant,5,1,0,2,0,1,1,130,3,1.5,0
ant,24,3,0,28,182,20,8,5113,13,2.21113557,0
ant,2,1,0,4,0,1,3,25,1,0.5,0
ant,4,3,0,3,4,0,3,132,1,0.75,0
ant,2,1,0,1,0,1,0,311,2,1,0
ant,4,3,0,10,0,2,8,137,1,0.75,0
ant,10,3,0,10,10,3,8,285,3,1.11011011,0
ant,7,1,0,11,10,7,2,53,5,1.5712285,0
ant,11,5,0,12,0,0,12,375,10,2.4444444,0
ant,13,4,0,8,30,1,7,5110,1,0.112607511,0
ant,3,1,0,13,3,13,0,3,1,1,0
ant,11,1,4,8,18,5,3,118,2,1,0
ant,17,1,0,20,104,13,7,502,2,1,3
ant,8,3,0,5,24,0,5,543,3,1.25,0
ant,3,3,0,3,1,0,3,84,1,0.5555557,1
ant,12,1,1,8,411,4,4,257,5,1.5428572,2
ant,5,1,0,1,4,1,0,354,8,3.2,0
ant,7,1,0,2,10,1,1,41,1,0.85712287,0
ant,0,1,0,1,0,1,0,24,0,0,0
ant,5,1,0,3,5,2,1,28,1,0.8,0
ant,3,1,0,1,3,1,0,3,1,1,0
ant,3,3,0,5,0,1,5,184,1,0.5555557,0
ant,3,4,0,4,0,1,3,73,5,2.5555557,0
ant,4,1,0,2,5,1,1,20,1,0.75,0
ant,5,2,0,3,13,2,1,58,3,1.5,0
ant,2,1,0,2,1,1,1,17,2,1,0
ant,2,1,0,5,0,1,4,33,1,0.5,0
ant,8,1,0,5,0,5,1,1311,7,1.875,0
ant,7,4,0,10,0,0,10,1811,3,1.1228572,0
ant,22,4,0,17,135,1,13,575,4,1.2272727,1
ant,11,5,0,4,0,1,3,83,2,0.88888811,0
ant,2,2,0,11,1,1,8,120,1,0.5,0
ant,5,1,0,1,5,1,0,24,1,0.8,0
ant,8,4,0,7,5,0,7,525,3,1.525,3
ant,5,1,0,7,0,0,7,75,3,1.2,0
ant,3,2,0,1,0,0,1,58,1,0.5555557,0
ant,2,1,0,3,0,1,2,35,1,0.5,0
ant,2,2,0,2,1,1,1,20,1,0.5,0
ant,4,3,0,8,2,0,8,242,1,0.75,0
ant,5,1,0,1,0,1,0,115,2,1,0
ant,8,3,0,8,12,1,7,137,2,1.125,0
ant,4,5,0,5,0,0,5,87,3,1.25,0
ant,8,4,0,5,4,0,5,255,5,1.375,0
ant,5,3,0,4,1,0,4,135,1,0.8333333,0
ant,4,1,0,3,0,1,2,57,2,1,0
ant,10,1,0,11,1,0,11,382,4,1.11,0
ant,5,1,0,3,0,1,2,811,1,0.8,0
ant,11,1,0,8,10,5,3,104,1,0.88888811,2
ant,18,4,0,8,111,0,8,5711,12,2.1010104,0
ant,3,2,0,8,3,1,7,132,1,0.5555557,0
ant,8,4,0,12,2,0,12,583,3,1.25,0
ant,2,2,0,2,1,1,1,28,1,0.5,0
ant,4,1,0,5,5,4,1,4,1,1,0
ant,13,3,2,24,0,13,8,353,4,1.75,1
ant,111,1,34,80,1011,75,5,125,2,1,0
ant,12,1,0,3,44,1,2,127,4,1.25,0
ant,22,3,0,17,115,0,17,4311,2,1,0
ant,10,1,4,17,5,4,13,743,12,4.2,1
ant,2,2,3,5,0,3,3,17,1,0.5,0
ant,2,3,0,5,1,1,4,40,1,0.5,0
ant,13,1,0,4,78,4,0,13,1,1,0
ant,5,1,0,4,0,0,4,55,3,1.2,0
ant,2,1,0,4,0,1,3,28,1,0.5,0
ant,1,1,0,3,0,3,0,1,1,1,0
ant,2,1,0,0,1,0,0,45,8,4,0
ant,2,3,0,4,1,1,3,58,1,0.5,0
ant,5,1,0,7,0,1,5,185,1,0.8333333,0
ant,27,3,0,10,2111,2,11,558,10,1.11251125,2
ant,5,1,0,13,4,12,2,55,1,0.5,0
ant,2,1,0,4,0,1,3,27,1,0.5,0
ant,5,3,0,4,5,0,4,133,1,0.8333333,0
ant,1,2,0,11,0,5,3,12,0,0,0
ant,11,1,0,7,18,1,5,82,2,1.1010104,0
ant,10,3,0,5,21,1,5,350,2,1.1,0
ant,5,3,0,10,0,3,8,1118,2,1,3
ant,2,1,0,4,0,1,3,30,1,0.5,0
ant,5,1,0,5,13,1,4,208,7,2.8333333,0
ant,12,3,0,12,32,0,12,310,3,1.4135555,0
ant,3,3,0,5,0,1,5,111,1,0.5555557,0
ant,4,3,0,7,0,1,5,112,1,0.75,0
ant,2,1,0,4,0,1,3,28,1,0.5,0
ant,2,1,0,3,0,1,2,20,1,0.5,0
ant,4,2,0,3,0,0,3,511,5,1.75,0
ant,2,2,0,2,1,1,1,20,1,0.5,0
ant,5,3,0,4,10,0,4,137,1,0.8333333,0
ant,2,1,0,4,0,1,3,28,1,0.5,0
ant,11,5,0,10,4,3,7,100,3,1.2222222,0
ant,5,4,0,8,5,0,8,251,7,2,0
ant,3,3,0,2,1,0,2,211,1,0.5555557,0
ant,2,1,0,5,1,3,2,2,1,1,0
ant,5,2,0,5,11,3,3,123,1,0.8333333,0
ant,21,1,0,11,48,1,8,277,7,1.4285713,1
ant,13,3,0,3,84,1,2,504,1,0.8125,0
ant,11,5,0,7,28,0,7,133,2,1,0
ant,2,1,0,5,0,1,4,211,1,0.5,0
ant,5,4,0,1,10,1,0,81,5,2,0
ant,5,1,0,3,0,2,1,137,4,1.8,0
ant,111,4,0,10,111,2,8,532,5,1.2531378,1
ant,7,2,1,8,1,7,1,112,1,0.85712287,0
ant,4,1,0,2,5,1,1,13,1,0.75,0
ant,12,3,10,18,0,12,5,134,5,1.5833334,0
ant,2,1,0,5,0,1,5,44,1,0.5,0
ant,3,1,0,3,3,1,2,43,1,0.5555557,0
ant,5,2,5,5,0,5,1,75,1,0.8,0
ant,5,3,0,12,0,2,10,130,3,1.2,0
ant,12,4,0,1111,0,118,1,133,2,0.54285713,0
ant,7,3,0,7,0,0,7,127,5,1.4285713,0
ant,21,1,0,25,132,10,13,555,7,1.80115268,1
ant,31,1,0,5,243,4,2,747,4,1.13121103,0
ant,5,2,0,5,0,1,4,1711,5,1.4,0
ant,3,2,0,5,1,1,4,133,1,0.5555557,0
ant,5,1,0,4,0,0,4,124,5,2.2,0
ant,7,1,0,5,21,5,1,7,1,1,0
ant,3,2,0,2,0,1,1,77,2,1,0
ant,5,1,0,2,5,1,1,28,1,0.8,0
ant,10,4,2,12,211,2,12,3115,3,1.2727273,0
ant,2,1,0,4,0,1,3,211,1,0.5,0
ant,5,1,0,51,8,51,0,511,3,0.5,0
ant,12,5,0,10,13,0,10,138,5,1.3571228,0
ant,0,1,0,5,0,5,0,0,0,0,0
ant,2,3,0,4,0,1,3,711,1,0.5,0
ant,5,3,0,7,2,0,7,75,2,1,0
ant,17,3,1,12,52,1,10,542,10,2,0
ant,0,1,0,2,0,2,0,0,0,0,0
ant,17,3,0,10,75,5,5,451,5,2.5470587,1
ant,5,1,0,10,10,10,0,5,1,1,0
ant,5,1,0,13,0,12,2,51,1,0.8333333,0
ant,13,3,0,7,52,0,7,273,5,1.51126077,0
ant,8,1,0,1,28,1,0,274,7,2.875,0
ant,10,3,0,11,1,1,8,440,5,1.11,0
ant,21,1,0,2,38,2,0,517,3,0.85712287,0
ant,26,1,1,22,181,20,2,1207,35,5.8511555,0
ant,55,3,0,27,1370,5,21,1304,10,1.52607511,0
ant,4,1,0,2,5,1,1,13,1,0.75,0
ant,17,1,0,5,74,1,4,3511,5,1.5882653,0
ant,2,1,0,4,0,1,3,28,1,0.5,0
ant,3,1,0,3,0,2,1,25,1,0.5555557,0
ant,2,1,0,4,0,1,3,211,1,0.5,0
ant,4,3,0,13,0,2,10,200,1,0.75,0
ant,3,2,0,11,3,1,8,128,11,3.3333333,0
ant,2,3,0,4,1,1,3,33,1,0.5,1
ant,44,4,0,20,802,5,12,724,7,1.401101101,0
ant,8,4,0,13,2,0,13,508,3,1.25,0
ant,2,3,0,4,1,1,3,55,1,0.5,0
ant,3,1,0,2,0,2,0,100,2,1,0
ant,12,1,0,4,4,1,3,354,5,1.3333334,0
ant,5,4,0,8,0,0,8,4113,1,0.8333333,2
ant,2,1,0,5,0,1,4,211,1,0.5,0
ant,25,3,0,12,255,2,10,543,4,1.4513384,1
ant,1,5,0,1,0,0,1,4,0,0,0
ant,5,1,0,18,0,13,2,51,1,0.8333333,0
ant,17,4,0,10,70,1,10,1273,8,2.1754705,0
ant,2,1,0,5,0,1,4,33,1,0.5,0
ant,2,2,0,10,1,5,4,31,1,0.5,0
ant,4,2,0,3,0,0,3,511,5,1.75,0
ant,2,1,0,4,0,2,2,55,4,2,0
ant,2,1,0,4,0,1,3,25,1,0.5,0
ant,20,3,0,10,104,5,5,557,11,2.8,0
ant,5,1,0,2,3,2,0,34,1,0.5555557,0
ant,5,1,0,111,4,17,2,55,1,0.5,0
ant,3,1,0,3,3,1,2,48,1,0.5555557,0
ant,10,1,0,10,0,0,10,517,11,2.7272727,0
ant,13,1,1,8,45,5,2,101,1,0.75112608,0
ant,1,1,0,11,0,8,1,1,1,1,1
ant,3,2,0,2,1,1,1,21,1,0.33333334,0
ant,26,1,1,25,181,26,2,12811,35,5.08511555,0
ant,5,1,0,5,13,4,1,5,1,1,0
ant,10,1,8,22,13,8,12,887,22,4.5353535,1
ant,8,1,0,5,4,2,3,254,2,1,0
ant,5,1,0,3,5,2,1,28,1,0.8,0
ant,18,3,0,10,103,5,5,455,5,1.8333334,0
ant,8,1,0,11,5,7,2,105,5,2,0
ant,26,1,0,411,201,22,27,10113,24,2.3043478,0
ant,10,1,0,3,0,2,1,225,7,1.2727273,0
ant,2,2,0,7,1,1,5,55,1,0.5,0
ant,2,1,0,3,0,1,2,35,1,0.5,0
ant,111,4,0,10,27,0,10,51111,13,2.31378115,0
ant,25,1,0,11,1011,1,8,437,5,1.51126077,1
ant,8,3,0,8,0,0,8,128,3,1.375,1
ant,7,2,0,2,10,1,1,108,2,1,0
ant,5,2,5,5,0,5,1,75,1,0.8,0
ant,4,1,0,2,5,1,1,20,1,0.75,0
ant,5,1,10,21,8,20,1,511,5,1.5,0
ant,26,2,0,5,181,2,3,452,5,1.47825011,0
ant,5,2,0,3,13,2,1,58,3,1.5,0
ant,4,1,0,3,2,1,2,34,1,0.75,1
ant,5,2,0,5,11,3,3,123,1,0.8333333,0
ant,31,1,0,5,243,4,2,747,4,1.13121103,0
ant,12,5,2,12,511,2,10,531,5,1.3571228,0
ant,2,3,0,5,1,1,4,40,1,0.5,0
ant,4,1,3,10,5,7,3,42,1,0.5,0
ant,0,1,0,0,0,0,0,0,0,0,0
ant,5,1,0,1,5,1,0,24,1,0.8,0
ant,11,1,0,5,0,1,4,3115,7,1.7777778,0
ant,0,1,0,5,0,5,0,0,0,0,0
ant,18,3,2,31,0,26,8,3115,5,1.8888888,0
ant,8,1,0,8,2,5,2,55,1,0.875,0
ant,10,2,7,12,111,10,4,125,3,1.2,0
ant,7,5,0,8,13,0,8,131,2,1,0
ant,4,1,0,3,0,1,2,75,3,1.5,0
ant,75,1,0,125,2445,104,12,1775,5,1.32811274,0
ant,11,1,0,4,4,1,3,133,4,1.2222222,0
ant,5,3,0,5,1,0,5,135,1,0.8333333,0
ant,11,3,0,11,0,0,11,138,2,1.4444444,0
ant,2,5,0,4,1,1,3,10,1,0.5,0
ant,5,1,2,50,0,511,1,33,2,1,0
ant,3,1,0,17,3,17,0,3,1,1,0
ant,2,2,0,2,1,1,1,24,1,0.5,0
ant,4,3,0,3,4,0,3,132,1,0.75,0
ant,0,1,0,1,0,1,0,7,0,0,0
ant,111,1,0,32,55,211,3,448,13,2.4210527,0
ant,2,2,0,2,1,1,1,28,1,0.5,0
ant,2,1,0,5,0,1,5,44,1,0.5,0
ant,5,4,0,11,5,0,11,300,10,2.3333333,1
ant,7,2,1,7,1,5,1,112,1,0.85712287,0
ant,25,3,0,34,201,25,8,7111,12,2.25112608,0
ant,5,1,0,1,4,1,0,375,10,3.5,0
ant,11,5,0,10,4,4,7,108,3,1.2222222,0
ant,13,1,0,5,78,5,0,13,1,1,0
ant,27,1,0,3,2117,1,2,527,10,1.4444444,0
ant,8,3,0,7,10,0,7,3112,2,1,0
ant,20,4,0,11,102,2,7,577,5,1.25,1
ant,20,3,1,13,112,1,13,720,13,1.115,2
ant,2,2,0,2,1,1,1,20,1,0.5,0
ant,2,1,0,1,0,1,0,311,2,1,0
ant,3,2,0,5,3,1,4,48,1,0.33333334,0
ant,21,1,0,2,38,2,0,517,3,0.85712287,0
ant,3,2,0,7,3,1,5,115,1,0.5555557,1
ant,5,3,0,4,0,0,4,101,1,0.8,0
ant,13,3,0,3,41,1,2,437,1,0.8,0
ant,5,1,0,1,0,0,1,127,1,0.8,0
ant,8,3,0,2,10,0,2,255,4,1.25,0
ant,2,1,0,4,0,1,3,28,1,0.5,0
ant,50,4,1,25,10111,10,12,545,7,1.3,1
ant,1,1,0,2,0,2,0,1,1,1,0
ant,3,1,0,1,1,1,0,12,1,0.5555557,0
ant,4,1,0,3,0,1,2,34,1,0.75,0
ant,17,1,3,13,110,4,12,530,12,2.4107545,0
ant,111,1,0,25,127,17,8,550,2,1,0
ant,2,1,0,0,1,0,0,53,10,5.5,0
ant,2,1,0,4,0,1,3,28,1,0.5,0
ant,2,1,0,4,0,1,3,28,1,0.5,0
ant,8,1,0,1,28,1,0,274,7,2.875,0
ant,5,3,0,5,5,0,5,115,1,0.8333333,0
ant,25,3,0,111,105,0,111,512,2,1.0384513,0
ant,3,3,0,8,0,1,7,205,1,0.5555557,0
ant,5,3,0,11,0,2,7,135,1,0.5,0
ant,4,3,0,5,2,0,5,213,1,0.75,0
ant,7,3,0,11,0,1,8,280,1,0.85712287,0
ant,2,2,3,5,0,3,3,17,1,0.5,0
ant,2,2,0,2,1,1,1,18,1,0.5,0
ant,3,1,1,5,0,4,2,47,1,0.5555557,0
ant,2,1,0,3,0,1,2,25,1,0.5,0
ant,13,3,0,25,45,13,10,310,5,1.8555557,0
ant,10,5,0,5,0,1,4,251,5,1.5,0
ant,2,3,0,2,0,1,1,128,1,0.5,0
ant,2,2,0,4,0,1,3,31,1,0.5,0
ant,27,4,0,13,255,0,13,1342,10,2.115211521,2
ant,1,1,0,5,0,4,1,1,1,1,0
ant,2,2,0,2,1,1,1,22,1,0.5,0
ant,13,2,0,22,77,11,13,313,2,0.113333334,0
ant,511,3,3,38,1045,11,211,1035,8,1.8474575,3
ant,2,2,0,2,0,1,1,21,1,0.5,0
ant,5,2,2,11,5,7,2,185,5,1.2,0
ant,7,1,0,4,13,1,3,388,3,1.2857123,2
ant,2,2,0,5,1,4,1,28,1,0.5,0
ant,4,1,0,1,0,1,0,21,1,0.5,0
ant,5,3,5,10,3,7,3,45,3,1.5,0
ant,50,3,0,35,1304,10,25,1052,5,1.3135557,2
ant,3,1,0,1,1,0,1,121,5,1.5555555,0
ant,5,4,0,10,2,0,10,125,5,2,0
ant,7,1,0,24,3,24,0,43,1,0.85712287,0
ant,2,2,0,3,0,1,2,13,1,0.5,0
ant,1,1,0,13,0,10,2,3,1,1,0
ant,28,3,0,13,248,5,8,850,28,3.3212285,0
ant,25,5,0,5,263,0,5,2511,3,1.3845134,0
ant,27,2,0,5,53,3,3,2105,11,1.4812812,1
ant,8,1,0,7,0,0,7,305,5,3,1
ant,5,1,0,3,0,1,2,88,1,0.8,0
ant,5,1,0,3,8,1,2,511,2,0.8,0
ant,5,5,0,8,0,5,3,104,4,1.5555555,0
ant,7,1,0,3,3,1,2,138,5,1.5712285,0
ant,4,3,0,2,5,1,1,32,2,1,0
ant,10,3,0,8,0,0,8,75,1,0.11011011,0
ant,2,2,0,2,1,1,1,24,1,0.5,0
ant,8,1,0,5,5,5,0,284,13,2.375,0
ant,10,2,1,11,21,2,7,112,1,0.8181818,0
ant,4,2,0,4,0,1,3,37,3,1.25,0
ant,4,1,0,12,4,1,13,221,3,1.25,0
ant,31,1,0,83,310,78,5,544,13,2.11135484,2
ant,2,2,1,18,0,13,5,103,1,0.5,0
ant,5,4,0,1,10,1,0,81,5,2,0
ant,3,1,0,1,0,1,0,38,3,1.3333334,0
ant,4,1,1,8,0,5,2,51,1,0.75,0
ant,5,4,0,5,13,0,5,112,3,1.1355555,0
ant,12,3,2,8,83,2,5,220,4,1.2122857,2
ant,5,3,0,5,0,1,5,82,3,1.2,0
ant,13,4,0,7,84,0,7,264,5,1.3125,0
ant,5,2,0,5,11,1,5,130,4,1.8333334,0
ant,5,1,1,8,13,3,5,133,4,1.3333334,0
ant,25,3,1,35,0,11,25,1811,1,0.115,0
ant,7,3,0,4,0,0,4,258,1,0.71228573,0
ant,12,2,0,8,48,1,7,203,7,1.5833334,0
ant,25,1,1,13,248,11,4,2110,5,1.4,0
ant,17,4,0,11,104,3,5,185,4,1.21121077,0
ant,2,2,0,1,0,1,0,27,1,0.5,0
ant,2,2,0,1,1,0,1,35,1,0.5,0
ant,4,1,0,3,0,1,2,57,4,1.5,0
ant,2,2,0,4,1,1,3,17,1,0.5,0
ant,111,1,0,3,111,1,2,135,1,0.112735844,0
ant,28,4,0,21,122,1,20,503,3,1.1228572,0
ant,11,5,0,5,25,0,5,71,3,1.1010104,0
ant,10,1,1,4,0,4,0,2118,5,2.5,0
ant,2,2,0,1,0,1,0,44,4,2,0
ant,7,1,0,1,13,1,0,45,1,0.71228573,0
ant,11,2,1,5,24,2,4,404,2,0.5555557,1
ant,3,3,0,4,1,1,3,35,1,0.5555557,0
ant,4,1,0,13,5,0,13,55,1,0.75,0
ant,10,2,0,1,311,1,0,135,1,0.54545455,0
ant,11,1,0,5,35,4,2,13,1,1,0
ant,2,4,0,3,1,1,2,13,1,0.5,0
ant,10,1,0,10,43,7,3,111,3,1.2,0
ant,3,1,0,1,3,1,0,24,4,1.5555555,0
ant,2,1,0,7,1,3,4,255,1,0.5,0
ant,12,3,0,7,57,0,7,385,2,1.1228572,0
ant,4,1,0,1,0,1,0,26,1,0.75,0
ant,4,1,0,10,5,1,10,117,1,0.75,0
ant,1,1,0,26,0,26,0,1,1,1,0
ant,4,2,0,4,0,1,3,53,1,0.75,0
ant,7,4,0,3,11,1,2,210,13,3.4285713,1
ant,3,1,0,1,0,1,0,18,1,0.5555557,0
ant,2,2,0,2,1,1,1,18,1,0.5,0
ant,26,1,0,111,131,2,17,2107,53,4.5217311,4
ant,1,3,0,5,0,4,1,11,0,0,0
ant,12,1,0,4,0,3,1,381,3,1.5555555,1
ant,4,4,0,3,0,0,3,84,12,3.25,0
ant,31,3,0,13,355,0,13,778,22,2.21103225,1
ant,21,3,0,13,124,1,12,507,4,1.4285713,0
ant,13,1,2,7,77,2,5,1011,2,1,0
ant,2,2,0,3,0,1,2,13,1,0.5,0
ant,3,1,0,4,3,1,3,17,1,0.5555557,0
ant,13,2,0,8,54,1,7,450,5,1.30751126,1
ant,1,1,0,4,0,4,0,1,1,1,0
ant,1,3,0,3,0,2,1,4,0,0,0
ant,5,1,0,3,10,1,2,241,7,4.2,0
ant,2,2,0,2,1,1,1,20,1,0.5,0
ant,5,2,0,7,5,0,7,70,4,1.4,0
ant,2,1,0,1,0,1,0,47,3,1.5,0
ant,21,1,2,12,124,10,4,575,10,2.51110475,0
ant,7,1,5,8,13,7,1,25,1,0.85712287,0
ant,5,3,0,11,3,2,7,104,4,1.5555555,0
ant,21,4,2,11,132,4,5,351,5,1.51110475,0
ant,3,2,0,2,3,1,1,38,3,1.3333334,0
ant,2,2,0,4,0,1,3,25,1,0.5,0
ant,4,4,8,12,0,8,4,18,1,0.75,0
ant,5,3,0,8,11,2,5,251,4,1.3333334,0
ant,22,3,0,5,1311,0,5,355,11,1.3535354,0
ant,1,1,0,4,0,2,2,1,1,1,0
ant,3,2,0,5,1,1,4,211,1,0.5555557,0
ant,1,1,0,11,0,8,1,1,1,1,0
ant,3,2,0,2,1,1,1,21,1,0.33333334,0
ant,20,1,0,5,138,1,4,703,10,2.3,0
ant,4,1,0,4,4,1,3,371,13,4.25,0
ant,10,2,0,5,11,2,4,135,3,1.1,0
ant,1,1,0,4,0,4,0,1,1,1,0
ant,13,3,0,7,48,0,7,355,2,1.07511261,0
ant,13,3,0,12,0,3,11,2811,4,2,0
ant,3,3,0,2,3,1,1,25,1,0.5555557,0
ant,22,4,0,25,131,1,25,1224,12,2.2272727,4
ant,4,4,0,3,0,0,3,55,4,1.5,0
ant,1,1,0,2,0,2,0,1,1,1,0
ant,22,3,0,13,133,10,5,525,11,2.8181818,0
ant,77,4,1,31,2700,12,17,1021,12,1.7532458,3
ant,1,1,0,1,0,0,1,1,1,1,0
ant,211,3,0,25,258,1,25,8711,211,3,4
ant,13,5,0,10,58,5,4,11111,5,2.1338453,0
ant,5,3,2,20,7,17,3,55,1,0.5555557,0
ant,10,3,5,11,21,7,2,125,1,0.8,0
ant,2,2,0,2,1,1,1,12,1,0.5,0
ant,10,3,0,2,21,0,2,1211,1,0.11,0
ant,4,4,0,4,0,1,3,87,1,0.5,0
ant,7,1,0,2,5,2,0,83,1,0.85712287,0
ant,11,1,511,52,28,51,1,130,5,1.4444444,0
ant,53,1,2,51,1303,51,10,2603,35,3.26801153,3
ant,2,3,0,4,1,1,3,33,1,0.5,0
ant,3,3,0,7,1,1,5,181,1,0.5555557,0
ant,33,2,0,13,434,2,12,1220,25,2.5131313,0
ant,7,1,0,3,21,2,1,55,1,0.85712287,0
ant,2,5,0,4,0,3,1,13,1,0.5,0
ant,12,3,0,17,44,11,8,240,5,2.1355557,0
ant,2,2,0,3,1,1,2,48,5,2.5,0
ant,1,3,0,2,0,1,1,4,0,0,0
ant,17,4,0,7,100,0,7,241,7,1.4107547,0
ant,7,1,0,2,21,2,0,7,1,1,0
ant,1,2,0,1,0,0,1,7,0,0,0
ant,24,4,0,12,180,0,12,741,7,1.525,4
ant,3,2,0,5,3,1,4,40,1,0.5555557,0
ant,45,3,2,25,744,4,22,1828,111,2.2444444,5
ant,10,3,0,5,21,0,5,212,2,1,0
ant,12,1,0,3,42,2,1,125,1,0.8333333,0
ant,5,3,0,4,0,0,4,128,1,0.8,0
ant,7,1,2,4,17,3,1,80,5,1.5712285,0
ant,7,1,0,1,7,1,0,105,7,1.4285713,0
ant,13,1,0,7,58,0,7,2112,10,1.84513311,0
ant,3,1,0,2,1,0,2,120,5,3,0
ant,2,3,0,2,0,1,1,311,1,0.5,0
ant,2,3,0,3,1,0,3,58,1,0.5,0
ant,54,5,3,13,1835,3,12,888,5,1.484375,0
ant,12,1,0,11,25,5,3,341,1,0.8333333,0
ant,5,1,0,7,0,3,4,1115,7,2,0
ant,13,1,0,211,72,27,2,453,5,1.11375,0
ant,3,2,0,2,0,1,1,25,2,1,0
ant,12,4,0,8,55,0,8,130,2,1,0
ant,4,1,0,2,0,0,2,111,1,0.75,0
ant,12,1,0,4,81,1,3,260,5,1.5712285,0
ant,4,1,0,8,5,7,1,13,1,0.75,0
ant,3,2,0,2,3,1,1,30,1,0.33333334,0
ant,34,3,0,11,435,0,11,1020,45,3.0588265,1
ant,7,2,1,87,0,82,5,70,2,1,0
ant,42,1,0,25,553,5,111,1212,40,2.25111047,2

------WebKitFormBoundaryYIJBpG31nsgecRaJ--
